LEILAO;DATA;LOTE;DESCRICAO;REGIAO;CAPEX;RAP_EDITAL;RAP_CAPEX;RAP_CONTRATADA;CLASSE_RAP;DESAGIO_MEDIO;DESAGIO;PRAZO  ;ANTECIPACAO;DIFERENCA;RAZAO;N_INSCRITAS;N_PROPONENTES;VENCEDORA;FORMA_PARTICIPACAO;EL500;EL345;EL230;EXT_CIRCUITO;ALUMINIO;POTENCIA;EQUIPAMENTO  ;SE;SE_sn;SE10;RISCO_BRASIL;WACC;SELIC;WS;DOLAR;LME AL;MIDWEST;LME CU;ICSA;APETITE;REXT;DESAGIO_ANTERIOR
ANEEL_04_2018;20/12/2018;10;"LT 525KV Guaíba 3 – Gravataí, 127 km;LT 525KV Santa Vitória do Palmar – Marmeleiro, C2, 48 km;LT 525KV Povo Novo - Guaíba 3, C2, 245 km;LT 525KV Marmeleiro - Povo Novo, C2, 152 km;LT 525KV Nova Santa Rita - Guaíba 3, C2, 36 km;LT 525 kV Candiota - Guaíba 3, CD, C1 e C2, 2 x 279 km;LT 230kV Guaíba 2 - Guaíba 3, C1, 19 km;SE 525/230kV Guaíba 3 - (6+1Res) x 224 MVA;SE 525/230 kV Candiota - (6+1Res) x 224 MVA;Trechos de LT em 525 kV entre a SE Guaíba 3 e a LT Povo Novo – Nova Santa Rita, C1, 1 x 4 km;Trechos de LT em 230 kV entre a LT 230kV Presidente Médici – Bagé 2 C1 e a SE Candiota 2, 2 x 2,0 km";SUL;2432240287;380964932;0,156631;219500000;> R$300.000.000,00;0,510746;0,423831;48;0;48;0;6;5;CGP;C;891;0;21;1193;53424257,07;2688;0;2;1;20;273;8,76;6,5;0,742009;3,84;1922,5;435;6014;2,78;NÃO;319333,5557;0,5899
ANEEL_04_2018;20/12/2018;11;"LT 230kV Osório 3 - Gravataí 3 C1, 66 km;LT 230 kV Porto Alegre 8 - Porto Alegre 1 (Subterrânea), 3,4 km;LT 230 kV Jardim Botânico - Porto Alegre 1 (Subterrânea), 4 km;SE 230 kV Osório3;SE 230/69 kV Porto Alegre 1 (Isolada a SF6 - Nova) - 3 x 83 MVA;SE 230/138 kV Vila Maria - 2 x 150 MVA;Trechos de LT em 230 kV entre a SE Osório 3 e a LT Osório 2 – Lagoa dos Barros, C1, 2 x 4 km;Trechos de LT em 230 kV entre a SE Vila Maria e a LT Passo Fundo – Nova Prata 2, C1 e C2, 4 x 1 km.";SUL;348933389;55111735;0,157943;33888000;< R$100.000.000,00;0,502055;0,385104;48;24;24;0,5;5;4;CNE;I;0;0;78,4;85,4;1895398,78;549;0;3;1;30;273;8,76;6,5;0,742009;3,84;1922,5;435;6014;2,78;NÃO;645336,4754;0,423831
ANEEL_04_2018;20/12/2018;12;"LT 230kV Livramento 3 - Alegrete 2, C1, 125 km;LT 230kV Livramento 3 - Cerro Chato, C1, 10 km;LT 230kV Livramento 3 - Santa Maria 3, C1, 247 km;LT 230 kV Livramento 3 - Maçambará 3, C1, 205 km;SE 230 kV Maçambará 3;SE 230kV Livramento 3, Compensação Síncrona (-100/+100) Mvar; Trechos de LT em 230kV entre a SE Maçambará 3 e as LTs 230kV Maçambará – Santo Ângelo C1/C2 – 2 x 4 km";SUL;610364836;96334188;0,157831;58956000;< R$100.000.000,00;0,491423;0,388005;48;0;48;0;10;6;CT;I;0;0;591;587;14288018,85;0;1;2;1;20;273;8,76;6,5;0,742009;3,84;1922,5;435;6014;2,78;NÃO;164112,7564;0,385104
ANEEL_04_2018;20/12/2018;13;"LT 525KV Capivari do Sul - Gravataí, C1, 83 km;LT 230kV Capivari do Sul - Viamão 3, C1, 65 km;LT 525KV Guaíba 3 - Capivari do Sul, C1, 168 km;SE 525/230/138 kV Capivari do Sul - 525/230 kV - (6+1) x 224 MVA e 230/138 kV - 2 x 100 MVA";SUL;776819688;122314264;0,157455;74721784;R$100.000.000,00 - R$200.000.000,00;0,482805;0,389;48;30;18;0,625;8;3;CNE;I;251;0;65;316;16478350,31;1544;0;1;1;10;273;8,76;6,5;0,742009;3,84;1922,5;435;6014;3,8;SIM;387070,4557;0,388005
ANEEL_04_2018;20/12/2018;14;"LT 525 kV Povo Novo - Guaíba 3, C3, 245,7 km;LT 525 kV Capivari do Sul - Siderópolis 2, C1, 251,5 km;LT 230 kV Siderópolis 2 – Forquilhinha, C2, 27,6 km;LT 230 kV Livramento 3 - Santa Maria 3, C2, 244,5 km; SE 525 kV Marmeleiro - Compensação Síncrona -90/+150 Mvar);SE 230 kV Livramento 3 – Compensação Síncrona (-90/+150) Mvar.";SUL;1214996318;201517143;0,165858;120925000;R$200.000.000,00 - R$ 300.000.000,00;0,475589;0,399927;60;41;19;0,683333;9;7;CNE;I;497,2;0;272,1;769,3;36107038,52;0;1;2;1;20;273;8,76;6,5;0,742009;3,84;1922,5;435;6014;2,78;NÃO;261948,7105;0,389
ANEEL_04_2018;20/12/2018;15;"SE 230/138 kV Caladinho II - 2 x 40 MVA;Trechos de LT em 230 kV entre a SE Caladinho II e a LT Coletora Porto Velho – Porto Velho, C2, 2 x 5,5 km.";NORTE;60857401;10365848;0,17033;4353000;< R$100.000.000,00;0,470185;0,58;48;27;21;0,5625;14;12;CPP;C;0;0;5,5;11;132968,03;80;0;1;1;10;273;8,76;6,5;0,742009;3,84;1922,5;435;6014;0,93;SIM;942349,8182;0,399927
ANEEL_04_2018;20/12/2018;16;"LT 230 kV Oriximiná - Juruti, CD, C1 e C2, 138 km (3,8 km de travessia do Rio Amazonas);LT 230 kV Juruti - Parintins, CD, C1 e C2, 102 km (4,5 km de travessias de canais em Parintins);SE 500/230 kV Oriximiná – pátio novo 230 kV e transformação 500/230 kV - (6+1R) x 100 MVA;SE 230/138 kV Juruti - 2 x 50 MVA;SE 230/138 kV Parintins - 2 x 100 MVA.";NORTE;1126955609;186914964;0,165858;120122186;R$100.000.000,00 - R$200.000.000,00;0,477506;0,357343;60;33;27;0,55;5;4;CGP;I;0;0;240;480;5802241,16;900;0;3;1;30;273;8,76;6,5;0,742009;3,84;1922,5;435;6014;0,46;NÃO;389406,175;0,58
ANEEL_02_2019;19/12/2019;1;"LT 230 kV Caxias Norte - Caxias 6 - C1 - 30 km; – LT 230 kV Caxias Norte - Vinhedos - C1 - 24 km; 
– LT 230 kV Caxias Norte - Monte Claro - C1 - 27 km; 
– SE 525/230/138 kV Caxias Norte, 525/230 kV - (9+1R) x 224 MVA e 230/138 kV - 3 x 225 MVA;
– Trechos de LT em 525 kV entre a SE Caxias Norte e a LT Itá - Caxias C1, com 2
x 11 km;
– Trechos de LT em 525 kV entre a SE Caxias Norte e a LT Campos Novos - Caxias
C1, com 2 x 13 km;
– Trechos de LT em 230 kV entre a SE Caxias Norte e a LT Farroupilha - Caxias do
Sul C1, com 2 x 10 km;
– Trechos de LT em 230 kV entre a SE Caxias Norte e a LT Farroupilha - Caxias do
Sul 5 C1, com 2 x 10 km";SUL;681550491;113876320;0,167084;37748393;R$100.000.000,00 - R$200.000.000,00;0;0,668514;60;36;24;0,6;9;8;CT;I;48;0;121;169;5500835,09;2691;0;1;1;10;246;7,84;4,4;0,561262;4,01;1800;350;6156;1,39;NÃO;673824,3787;0
ANEEL_02_2019;19/12/2019;2;"SE 230/69 kV Olindina - 2 x 50 MVA;
 – Trechos de LT em 230 kV entre a SE Olindina e a LT Cícero Dantas - Catu C1, com 2 x 0,4 km;
 – Trechos de LT em 230 kV entre a SE Olindina e a LT Cícero Dantas - Catu C2, com 2 x 0,4 km.";NORDESTE;75865541;12535810;0,165237;5380000;< R$100.000.000,00;0,668514;0,570829;36;36;0;1;13;12;CPP;I;0;0;2;2;46048,39;100;0;1;1;10;180;7,84;4,4;0,561262;4,01;1800;350;6156;0,46;NÃO;6267905;0,668514
ANEEL_02_2019;19/12/2019;3;"LT 345 kV Santos Dumont 2 - Leopoldina 2 - C1, com 95 km; 
– LT 345 kV Leopoldina 2 - Lagos C1, com 143 km; 
– SE 345/138 kV Leopoldina 2 - (6+1Res) x 75 MVA";SUDESTE;375804168;64672540;0,172091;30212000;< R$100.000.000,00;0,619672;0,532847;60;36;24;0,6;11;11;CPP;I;0;238;0;238;5608601,18;450;0;1;1;10;180;7,84;4,4;0,561262;4,01;1800;350;6156;1,85;SIM;271733,3613;0,570829
ANEEL_02_2019;19/12/2019;4;LT 230 kV Messias - Rio Largo II C4, com 15 km.;NORDESTE;29674696;5868630;0,197765;2880000;< R$100.000.000,00;0,59073;0,509255;42;36;6;0,857143;9;7;CGP;C;0;0;15;15;345362,91;0;0;0;0;0;180;7,84;4,4;0,561262;4,01;1800;350;6156;0,93;NÃO;391242;0,532847
ANEEL_02_2019;19/12/2019;5;"LT 230 kV Cláudia - Cachimbo, com 278 km;
 – LT 230 kV Cachimbo - Novo Progresso, com 227 km; 
– SE 500/230/138 kV Cláudia - novo pátio 230 kV e transformação 500/230 kV - (3+1Res) x 150 MVA, e novo pátio 138 kV e transformação 230/138 kV - 2 x 100 MVA; 
– SE 230 kV Cachimbo; 
– SE 230/138 kV Novo Progresso - 2 x 100 MVA.";CENTRO-OESTE / NORTE;590873588;101360370;0,171543;38000000;R$100.000.000,00 - R$200.000.000,00;0,570361;0,6251;60;36;24;0,6;12;9;CONSÓRCIO VSF TRANSMISSORAS DO BRASIL;C;0;0;505;505;11627218,09;850;0;3;1;30;180;7,84;4,4;0,561262;4,01;1800;350;6156;1,85;SIM;200713,604;0,509255
ANEEL_02_2019;19/12/2019;6;LT 440 kV Ilha Solteira - Três Irmãos C2, com 37 km;CENTRO-OESTE / SUDESTE;98792055;16610740;0,168138;5316306;< R$100.000.000,00;0,581309;0,679948;42;45;-3;1,071429;6;6;CT;I;36,6;0;0;36,6;2070117,04;0;0;0;0;0;180;7,84;4,4;0,561262;4,01;1800;350;6156;0,93;NÃO;453845,3552;0,6251
ANEEL_02_2019;19/12/2019;7;"LT 345 kV Nova Ponte - Araxá 3 C1, com 114 km; 
– LT 345 kV Nova Ponte - Uberlândia 10 C1, com 57 km; 
– SE 500/345 kV Nova Ponte - novo pátio 345 kV e transformação 500/345 kV - (6+1Res) x 100 MVA;
 – SE 345/138 kV Araxá 3 - (3+1Res) x 100 MVA; 
– SE 345/138 kV Uberlândia 10 - (3+1Res) x 100 MVA; 
– SE 345/138 kV Monte Alegre de Minas 2 - (6+1Res) x 66,67 MVA; 
– Trechos de LT em 345 kV entre a SE Monte Alegre de Minas 2 e a LT Itumbiara - Porto Colômbia, com 2 x 1 km.";SUDESTE;553567254;95043480;0,171693;32887935;< R$100.000.000,00;0,597749;0,65397;60;36;24;0,6;10;10;CT;I;0;172;0;172;4053274,8;1600,02;0;4;1;40;180;7,84;4,4;0,561262;4,01;1800;350;6156;1,39;NÃO;552578,3721;0,679948
ANEEL_02_2019;19/12/2019;8;"SE 230/69 kV Crato II - 2 x 150 MVA; 
– Trechos de LT em 230 kV entre a SE Crato II e a LT Milagres - Tauá II, com 2 x 34 km.";NORDESTE;101650766;17021520;0,167451;7950000;< R$100.000.000,00;0,60578;0,532944;48;45;3;0,9375;13;12;ENGEPAR ENGENHARIA E PARTICIPAÇÕES LTDA.;I;0;0;64;64;1473548,43;300;0;1;1;10;180;7,84;4,4;0,561262;4,01;1800;350;6156;0;NÃO;265961,25;0,65397
ANEEL_02_2019;19/12/2019;9;"LT 230kV Rio das Éguas - Rio Formoso II, C1/C2, CD, 105 km 
– SE 230/138kV Rio Formoso II, 2 x 200 MVA 
– SE Rio das Éguas (novo pátio 230kV), 500/230kV (6+1R) 100 MVA";NORDESTE;303378548;43303290;0,142737;18000000;< R$100.000.000,00;0,596676;0,584327;48;45;3;0,9375;12;11;CNE;I;0;0;210;210;4835080,79;1000;0;2;1;20;180;7,84;4,4;0,561262;4,01;1800;350;6156;0;NÃO;206206,1429;0,532944
ANEEL_02_2019;19/12/2019;10;"LT 500 kV Sapeaçu - Camaçari IV C1, com 105 km; 
– LT 230kV Camaçari IV - Pirajá, C1/C2, CD, com 40 km; 
– SE 230/69 kV Pirajá - 2 x 180 MVA; 
– SE 230/69 kV Camaçari II - 2 x 150 MVA.";NORDESTE;517860201;88895350;0,171659;37062586;< R$100.000.000,00;0,595304;0,583076;60;36;24;0,6;5;4;BAROLO PARTICIPAÇÕES LTDA.;I;105;0;80;185;7780795,9;660;0;2;1;20;180;7,84;4,4;0,561262;4,01;1800;350;6156;3,06;NÃO;480515,4054;0,584327
ANEEL_02_2019;19/12/2019;11;"LT 230 kV Rio Branco I - Feijó C1, com 392 km; 
– LT 230 kV Feijó - Cruzeiro do Sul C1, com 280 km; 
– SE 230/69 kV Feijó - 2 x 20 MVA; 
– SE 230/69 kV Cruzeiro do Sul - 2 x 50 MVA.";NORTE;720011005;123232940;0,171154;58100000;R$100.000.000,00 - R$200.000.000,00;0,594081;0,528535;60;36;24;0,6;7;6;CPP;C;0;0;672;672;15472258,53;140;0;2;1;20;180;7,84;4,4;0,561262;4,01;1800;350;6156;3,8;SIM;183382,3512;0,583076
ANEEL_02_2019;19/12/2019;12;LT 230 kV Poções III - Itapebi C1, com 193 km.;NORDESTE;171099239;30214620;0,176591;12200000;< R$100.000.000,00;0,588122;0,596222;60;60;0;1;12;11;CONSÓRCIO VSF TRANSMISSORAS DO BRASIL;C;0;0;193;193;4443669,49;0;0;0;0;0;180;7,84;4,4;0,561262;4,01;1800;350;6156;0;SIM;156552,4352;0,528535
ANEEL_01_2020;17/12/2020;1;"– LT 500 kV Silvânia - Trindade, C1, com 155 km;
– SE 500 kV Silvânia;
– Trechos de LT 500 kV entre a SE Silvânia e a LT Samambaia - Emborcação, C1, com 2 x 7,14 km;
– Trechos de LT 500 kV entre a SE Silvânia e a LT Samambaia - Itumbiara, C1, com 2 x 14,37 km.";CENTRO-OESTE;422662000;55971800;0,132427;21381227;> R$300.000.000,00;0;0,618;48;22;26;0,458333;19;16;AGRONEGOCIOALTALUZBRASIL;I;198,02;0;0;198,02;15614830,69;0;0;1;1;10;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;2,7;NÃO;282657,3073;0
ANEEL_01_2020;17/12/2020;2;"– LT 500 kV Morro do Chapéu II – Poções III C1, com 356 km;
– LT 500 kV Poções III - Medeiros Neto II C1, com 329 km;
– LT 500 kV Medeiros Neto II - João Neiva 2 C1, com 282 km;
– LT 230 kV Medeiros Neto II - Teixeira de Freitas II, CD, C1 e C2, com 59 km;
– SE 500/230 kV Medeiros Neto II - (3+1Res) x 100 MVA e Compensação Síncrona (-180/300) Mvar.";SUDESTE / NORDESTE;2000156000;278193820;0,139086;159693000;> R$300.000.000,00;0,618;0,425965;60;9;51;0,15;13;13;NEOENERGIA S.A;I;971;0;120;1091;80419971,61;300;1;1;1;10;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;2,67;NÃO;254989,7525;0,618
ANEEL_01_2020;17/12/2020;3;– LT 345 kV Norte - Miguel Reale, C3 e C4, com 14,5 km cada (subterrânea).;SUDESTE;490313000;68710630;0,140136;20372702;> R$300.000.000,00;0,521982;0,7035;54;14;40;0,259259;10;8;CONSÓRCIO SAINT NICHOLAS I;C;0;29;0;29;952774,24;0;0;0;0;0;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;1,11;NÃO;2369332,069;0,425965
ANEEL_01_2020;17/12/2020;6;"– SE 230/138 kV Cachoeirinha 3 - (9+1R) x 55 MVA;
– Trechos de LT em 230 kV entre a SE Cachoeirinha 3 e a LT Gravataí 2 – Canoas 2– C1, 2 x 2,5 km;
– Trechos de LT em 230 kV entre a SE Cachoeirinha 3 e a LT Gravataí 2 – Cidade Industrial –
C2, 2 x 2,5 km.";SUL;192282000;25299650;0,131576;9234372;R$100.000.000,00 - R$200.000.000,00;0,582488;0,635;42;36;6;0,857143;13;11;CEEE-GT;I;0;0;18;18;577791,77;495;0;1;1;10;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;2,04;NÃO;1405536,111;0
ANEEL_01_2020;17/12/2020;7;"– LT 345 kV Miguel Reale - São Caetano do Sul, C1 e C2, com 7,8 km (subterrânea);
– LT 345 kV São Caetano do Sul - Sul, C1 e C2, com 14,5 km (subterrânea);
– SE 345/88 kV São Caetano do Sul x (6+1R) x 133,33 MVA;
– Trechos de LT em 345 kV entre a SE Sul e a LT 345 kV Ibiuna - Tijuco Preto C2, com 9 km.";SUDESTE;1138730000;161778340;0,142069;68050000;> R$300.000.000,00;0,595616;0,579363;60;58;2;0,966667;11;6;CTEEP;I;0;62,6;0;62,6;2056678,2;799,98;0;1;1;10;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;2,34;NÃO;2584318,53;0,635
ANEEL_01_2020;17/12/2020;8;"– LT 345 kV Norte - São Miguel, C1 e C2, com 8,1 km (subterrânea);
– LT 345 kV São Miguel - Ramon, C1 e C2, com 9,1 km (subterrânea);
– SE 345/88 kV São Miguel - (9+1R) x 133,33 MVA.";SUDESTE;906702000;129486400;0,14281;42500000;> R$300.000.000,00;0,592366;0,67178;60;58;2;0,966667;11;9;CONSÓRCIO SAINT NICHOLAS II;C;0;34,8;0;34,8;1143329,09;1199,97;0;1;1;10;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;2,2;NÃO;3720873,563;0,579363
ANEEL_01_2020;17/12/2020;9;"– SE 230/138 kV Iguatemi 2, 2 x 150 MVA;
– Trechos de LT em 230 kV entre a SE Iguatemi 2 e a LT Guaíra – Dourados C1, 2 x 3 km.";CENTRO-OESTE;93720000;13159620;0,140414;5235354;< R$100.000.000,00;0,605601;0,602165;42;36;6;0,857143;19;17;CONSÓRCIO SAINT NICHOLAS I;C;0;0;6,2;6,2;199017,17;300;0;1;1;10;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;0,33;NÃO;2122519,355;0,67178
ANEEL_01_2020;17/12/2020;10;"– LT 230kV Fortaleza II – Dias Macedo II, C1 e C2, com 7,6 km (trechos subterrâneos);
– SE 230/69 kV Dias Macedo II ,3 x 200 MVA.";NORDESTE;314930000;45654380;0,144967;15100000;> R$300.000.000,00;0,60511;0,669254;60;36;24;0,6;16;13;"	CONSÓRCIO BRE 6";C;0;0;13;13;417294,06;600;0;1;1;10;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;0,46;NÃO;3511875,385;0,602165
ANEEL_01_2020;17/12/2020;11;"– Incorporação dos ativos em serviço designado à AmGT pela Portaria do MME nº 706, de 15 de
dezembro de 2016;
– Revitalização das subestações em 230 kV Manaus, Cristiano Rocha e Lechuga (setor designado à
AmGT);
– Substituição da SE Balbina 230kV em arranjo disjuntor e meio por outra SE nova 230kV em arranjo
barra dupla 4 chaves;
– Substituição do pátio de 69kV em arranjo anel da SE Manaus por outro pátio novo de 69kV em
arranjo BD4 e,
– Empreendimentos novos:
– LT 230 kV Lechuga – Tarumã, CD, C1 e C2, com 12,2 km (trechos aéreos e subterrâneos);
– SE 230/138 kV Tarumã - (6+1Res) x 100 MVA;
– SE 230/69 kV Presidente Figueiredo – 2 x 50 MVA;
– Trechos de LT em 230 kV entre a SE Presidente Figueiredo e os pontos de seccionamento da LT
Balbina – Cristiano Rocha, C1, com 2 x 4,5 km.";NORTE;888315000;119712580;0,134764;63000000;> R$300.000.000,00;0,613128;0,47374;60;48;12;0,8;9;7;ENERGISA TRANSMISSÃO DE ENERGIA S.A;I;0;0;0;418;0;0;0;2;2;20;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;1,71;NÃO;0;0,669254
ANEEL_01_2020;17/12/2020;12;"LT 230 kV Porto Alegre 1 - Porto Alegre9 C1, com 9 km (subterrânea);
– LT 230 kV Capivari do Sul - Osório 3, C1,com 28,83 km;
– LT 230 kV Guaíba 3 - Charqueadas 3, C1,10,24 km;
– LT 230 kV Guaíba 3 - Pólo Petroquímico,C1, com 33,07 km;
– SE 525 kV Guaíba 3 - Compensação Estática, 1 x (-180 / + 300) Mvar.
– SE 230/69 kV Charqueadas 3 - 2 x 150MVA;
– Trechos de LT 230 kV entre a SE Charqueadas 3 e a LT Cidade Industrial -Charqueadas, com 1 x 5,46
km (subterrânea). O trecho entre o ponto deseccionamento e a SE Charqueadas será desativado;
– Trechos de LT 230 kV entre a SE Charqueadas 3 e a LT Santa Cruz -Charqueadas C1, com 1 x 5,46 km
(subterrânea). O trecho entre o ponto deseccionamento e a SE Charqueadas será desativado.SE 230/13,8 kV Porto Alegre 4 - revitalização completa da subestação, com substituição dos
módulos de conexão e barramentos em 230kV e 13,8 kV e novas unidades de transformação
230/13,8kV - 5 x 75 MVA.";SUL;919440000;121899560;0,13258;52981762;R$100.000.000,00 - R$200.000.000,00;0,597641;0,565365;60;;60;0;14;12;CONSÓRCIO SAINT NICHOLAS I;C;0;0;116,7;116,7;3746016,67;675;1;3;2;30;236,4;6,03;2;0,331675;5,2;1961,5;350;7314,9;2,38;NÃO;1044554,927;0,47374
ANEEL_01_2021;30/06/2021;1;"LT 230 kV Abunã - Rio Branco - C3, com 305 km;
Trechos Seccionamento de LT 230 kV entre a SE Tucumã e a LT 230 kV Abunã - Rio Branco - C2, com 45 km; 
SE 230/69 kV Tucumã com (6+1R) x  50 MVA;
SE  230 kV Abunã com 1 EL, com 1 unidade Trifásica de Reator de Linha de 25 Mvar;
SE  230 kV Rio Branco com 1 EL, com 1 unidade Trifásica de Reator de Linha de 25 Mvar";NORTE;423155000;60907090;0,143936;0;< R$100.000.000,00;0;;60;48;12;0,8;;;;;0;0;395;395;14517155,19;400;0;1;1;10;313;6,26;4,25;0,678914;5,38;2208;350;8781;0;NÃO;154195,1646;0
ANEEL_01_2021;30/06/2021;2;"LT 345 kV Comperj – Venda das Pedras, C1, 18 km;
LT 345 kV Venda das Pedras – Sete Pontes, C1 e C2, CD, 41 km;
SE 345/138 kV Sete Pontes com (6+1R) x 200 MVA, 345 kV Blindada.";SUDESTE;442499000;64916290;0,146704;0;< R$100.000.000,00;0;;60;48;12;0,8;;;;;0;100;0;100;3761643,07;1400;0;1;1;10;313;6,26;4,25;0,678914;5,38;2208;350;8781;0;NÃO;649162,9;0
ANEEL_01_2021;30/06/2021;3;"Trechos Seccionamento de LT 500 kV entre a SE Cuiabá Norte e a LT Jauru - Cuiabá, C2, com 0,5 km; 
Trechos Seccionamento de 138 kV entre a LDA Barro Duro - Chapada dos Guimarães e a SE Cuiabá Norte, CD, com 3 km;
Trechos Seccionamento de 138 kV entre a LDA Coxipó - CPA C1 e C2 e a SE Cuiabá Norte, 2 CD, com 7 km;
SE 500/138 kV Cuiabá Norte, com (3+1R) x 200 MVA;";CENTRO-OESTE;216252000;28587670;0,132196;0;< R$100.000.000,00;0;;60;48;12;0,8;;;;;1;0;34;35;1339862,54;800;0;1;1;10;313;6,26;4,25;0,678914;5,38;2208;350;8781;0;NÃO;816790,5714;0
ANEEL_01_2021;30/06/2021;4;SE 230/138 kV Gurupi (novo pátio em 138 kV), com 2 x 100 MVA.;NORTE;74914000;11008060;0,146943;0;< R$100.000.000,00;0;;60;48;12;0,8;;;;;0;0;0;0;0;200;0;1;1;10;313;6,26;4,25;0,678914;5,38;2208;350;8781;0;NÃO;0;0
ANEEL_01_2021;30/06/2021;5;"Trechos Seccionamento de LT 230 kV entre a SE Dom Pedro I e a LT 230 kV São José dos Campos Mogi das Cruzes, C1, com 9,5 km; 
Trechos Seccionamento e LT 88 kV entre a SE Dom Pedro I e a LT 88 kV Mairiporã – Jaguari C1 e C2, CD, com 0,5 km;
SE 230/88 kV Dom Pedro I, com (6+1R) 50 MVA.";SUDESTE;161364000;21764910;0,134881;0;< R$100.000.000,00;0;;60;48;12;0,8;;;;;0;0;21;21;771798,12;350;0;1;1;10;313;6,26;4,25;0,678914;5,38;2208;350;8781;0;NÃO;1036424,286;0
