,iter,move,improve,obj,return,n_assets,X,Z,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,neighbour_strategy,seed,selection_strategy
78,78,iDR,True,0.12078439415910727,0.0029828811034343923,12,"[0.08618754 0.02028947 0.0690863  0.0614676  0.03938462 0.02766599
 0.08272573 0.02567005 0.03479798 0.03716897 0.50095473 0.01460101]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009019,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
79,79,iDR,True,0.11926552021145766,0.0029733329125224946,12,"[0.08491144 0.01998907 0.0680634  0.0605575  0.03880148 0.02725636
 0.08150088 0.02528998 0.03428276 0.03661864 0.50834366 0.01438483]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.00924,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
80,80,iDR,True,0.11773930152295843,0.0029637894298212616,12,"[0.08363596 0.01968881 0.06704101 0.05964786 0.03821864 0.02684694
 0.08027664 0.02491009 0.03376779 0.03606858 0.51572895 0.01416875]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.008973,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
81,81,iDR,True,0.11620642081310036,0.0029542548164301395,12,"[0.08236168 0.01938882 0.06601956 0.05873905 0.03763633 0.0264379
 0.07905353 0.02453056 0.0332533  0.03551904 0.52310737 0.01395287]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.010803,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
82,82,iDR,True,0.1146675723782362,0.0029447332179802508,12,"[0.08108913 0.01908925 0.06499951 0.05783149 0.03705482 0.02602941
 0.07783209 0.02415154 0.03273951 0.03497024 0.53047571 0.01373729]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.008961,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
83,83,iDR,True,0.11312346081448708,0.002935228757443351,12,"[0.07981887 0.01879022 0.06398129 0.05692556 0.03647436 0.02562166
 0.07661286 0.02377321 0.03222665 0.03442243 0.5378308  0.01352209]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009224,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
84,84,iDR,True,0.11157479970305663,0.0029257455280244857,12,"[0.07855145 0.01849185 0.06296535 0.05602166 0.03589519 0.02521482
 0.07539634 0.02339572 0.03171493 0.03387585 0.54516946 0.01330738]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009669,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
85,85,iDR,True,0.11002231026324599,0.0029162875861642366,12,"[0.0772874  0.01819429 0.06195212 0.05512016 0.03531757 0.02480907
 0.07418307 0.02301924 0.03120458 0.03333072 0.55248854 0.01309324]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009024,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
86,86,iDR,True,0.10846671997865867,0.002906858944675776,12,"[0.07602728 0.01789764 0.06094203 0.05422146 0.03474174 0.02440457
 0.07297356 0.02264393 0.0306958  0.03278728 0.55978496 0.01287976]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.008952,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
87,87,iDR,True,0.10690876120224442,0.002897463566041078,12,"[0.0747716  0.01760204 0.0599355  0.05332593 0.03416794 0.0240015
 0.07176831 0.02226993 0.03018883 0.03224576 0.56705563 0.01266704]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009128,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
88,88,iDR,True,0.1053491697459485,0.0028881053558896673,12,"[0.07352088 0.01730761 0.05893295 0.05243394 0.03359641 0.02360002
 0.07056784 0.02189742 0.02968385 0.03170638 0.57429754 0.01245516]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009851,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
89,89,iDR,True,0.10378868346081095,0.0028787881566821466,12,"[0.07227565 0.01701447 0.05793479 0.05154586 0.03302738 0.02320031
 0.06937262 0.02152654 0.0291811  0.03116937 0.58150771 0.0122442 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009234,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
90,90,iDR,True,0.10222804081339451,0.00286951574161949,12,"[0.07103641 0.01672273 0.05694144 0.05066205 0.03246109 0.02280251
 0.06818315 0.02115745 0.02868075 0.03063494 0.58868323 0.01203426]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.008983,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
91,91,iDR,True,0.10066797946441529,0.0028602918087977146,12,"[0.06980364 0.01643253 0.05595327 0.04978286 0.03189776 0.0224068
 0.0669999  0.02079028 0.02818303 0.0301033  0.59582122 0.01182542]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009413,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
92,92,iDR,True,0.0991092348554016,0.0028511199756260886,12,"[0.06857783 0.01614396 0.05497069 0.04890863 0.03133761 0.02201332
 0.06582333 0.02042519 0.02768811 0.02957466 0.60291891 0.01161775]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009067,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
93,93,iDR,True,0.09755253880911907,0.002842003773525456,12,"[0.06735947 0.01585714 0.05399407 0.04803971 0.03078086 0.02162222
 0.0646539  0.02006231 0.0271962  0.02904923 0.60997354 0.01141135]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.008965,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
94,94,iDR,True,0.09599861814937154,0.002832946642921625,12,"[0.06614899 0.01557218 0.05302378 0.04717642 0.03022772 0.02123366
 0.06349205 0.01970178 0.02670747 0.0285272  0.61698245 0.01120628]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.00898,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
95,95,iDR,True,0.09444819334562461,0.0028239519285470785,12,"[0.06494686 0.01528919 0.05206017 0.04631908 0.02967839 0.02084778
 0.0623382  0.01934374 0.02622212 0.02800878 0.62394307 0.01100263]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009311,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
96,96,iDR,True,0.0929019771876952,0.002815022875062514,12,"[0.0637535  0.01500826 0.0511036  0.045468   0.02913306 0.02046472
 0.06119277 0.01898831 0.0257403  0.02749413 0.63085287 0.01080047]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.008918,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
97,97,iDR,True,0.09136067349551928,0.0028061626230079665,12,"[0.06256934 0.0147295  0.0501544  0.04462347 0.02859194 0.0200846
 0.06005618 0.01863562 0.0252622  0.02698346 0.63770943 0.01059986]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009381,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
98,98,iDR,True,0.08982497586874343,0.0027973742050914213,12,"[0.06139478 0.01445299 0.04921289 0.04378579 0.02805521 0.01970757
 0.05892879 0.01828579 0.02478797 0.02647692 0.64451041 0.01040087]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.010695,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
99,99,iDR,True,0.0882955664805949,0.002788660542821112,12,"[0.06023021 0.01417884 0.0482794  0.04295524 0.02752305 0.01933375
 0.057811   0.01793894 0.02431778 0.02597469 0.65125353 0.01020359]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,100,0.009629,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
100,100,iDR,True,0.08677311492016798,0.0027800244434858434,12,"[0.05907601 0.01390713 0.04735421 0.04213208 0.02699562 0.01896325
 0.05670315 0.01759517 0.02385178 0.02547693 0.65793663 0.01000805]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008845,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
101,101,iDR,True,0.08650742704239246,0.0027813166132568835,12,"[0.05915077 0.01392473 0.04741414 0.04091984 0.02702978 0.01898725
 0.05677492 0.01761744 0.02388196 0.02550917 0.65876929 0.01002072]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,74,0.008645,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
102,102,iDR,True,0.08624620327383208,0.0027855808310176975,12,"[0.05925169 0.01394849 0.04749503 0.04098965 0.0270759  0.01901965
 0.05516563 0.01764749 0.02392271 0.0255527  0.65989325 0.01003781]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.00894,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
103,103,iDR,True,0.08598613716340565,0.0027868447610702365,12,"[0.05932464 0.01396566 0.04755351 0.03980892 0.02710923 0.01904306
 0.05523355 0.01766922 0.02395216 0.02558416 0.66070571 0.01005017]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.010947,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
104,104,iDR,True,0.08572978133498038,0.0027910021939851395,12,"[0.05942311 0.01398884 0.04763244 0.03987499 0.02715423 0.01907467
 0.05366547 0.01769855 0.02399192 0.02562662 0.66180232 0.01006685]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009974,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
105,105,iDR,True,0.08547528001315856,0.0027922382048996535,12,"[0.05949428 0.01400559 0.04768949 0.03872507 0.02718675 0.01909752
 0.05372974 0.01771975 0.02402065 0.02565731 0.66259495 0.01007891]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.009977,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
106,106,iDR,True,0.0852237861109599,0.0027962909710055038,12,"[0.05959033 0.0140282  0.04776648 0.03878759 0.02723064 0.01912835
 0.05220199 0.01774835 0.02405943 0.02569874 0.66366471 0.01009518]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.010082,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
107,107,iDR,True,0.08497478970802486,0.002797499397585123,12,"[0.05965975 0.01404455 0.04782213 0.03766779 0.02726237 0.01915063
 0.05226281 0.01776903 0.02408746 0.02572868 0.66443786 0.01010694]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009842,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
108,108,iDR,True,0.08472814623349297,0.0028014496028757724,12,"[0.05975344 0.0140666  0.04789722 0.03772694 0.02730518 0.01918071
 0.05077453 0.01779693 0.02412529 0.02576908 0.66548126 0.01012282]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009198,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
109,109,iDR,True,0.08448154329861818,0.002798979358738738,12,"[0.05806492 0.01409186 0.04798324 0.03779469 0.02735421 0.01921515
 0.05086571 0.01782889 0.02416861 0.02581536 0.66667635 0.01014099]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.009207,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
110,110,iDR,True,0.08423727779033001,0.0028001598682748257,12,"[0.05813083 0.01410786 0.04803771 0.03670247 0.02738526 0.01923696
 0.05092345 0.01784913 0.02419605 0.02584466 0.66743311 0.01015251]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.01051,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
111,111,iDR,True,0.08399435325670192,0.002804012756218319,12,"[0.05821978 0.01412944 0.04811121 0.03675862 0.02742716 0.0192664
 0.04947133 0.01787644 0.02423307 0.0258842  0.66845431 0.01016804]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.010074,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
112,112,iDR,True,0.08375113906116873,0.002801610510174115,12,"[0.05657199 0.01415417 0.04819538 0.03682294 0.02747515 0.01930011
 0.04955788 0.01790772 0.02427547 0.02592949 0.66962387 0.01018583]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009325,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
113,113,iDR,True,0.08351157867848191,0.0028027635433879477,12,"[0.05663455 0.01416982 0.04824868 0.03575775 0.02750554 0.01932145
 0.04961269 0.01792752 0.02430231 0.02595817 0.67036442 0.01019709]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009247,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
114,114,iDR,True,0.08327241478815783,0.002806520991782817,12,"[0.05671897 0.01419094 0.0483206  0.03581105 0.02754654 0.01935025
 0.04819604 0.01795425 0.02433854 0.02599686 0.67136366 0.01021229]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.009025,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
115,115,iDR,True,0.081775762690238,0.0027972708588409924,12,"[0.05559916 0.01391077 0.0473666  0.03510402 0.02700268 0.01896821
 0.0472445  0.01759977 0.02385802 0.0254836  0.67785201 0.01001067]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009248,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
116,116,iDR,True,0.08153738214968834,0.002794965660538234,12,"[0.05402129 0.01393401 0.04744574 0.03516268 0.02704779 0.01899991
 0.04732343 0.01762918 0.02389788 0.02552617 0.67898454 0.0100274 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,86,0.008905,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
117,117,iDR,True,0.08130331337707175,0.0027985383975079295,12,"[0.05409809 0.01395382 0.04751319 0.03521267 0.02708625 0.01902692
 0.04596899 0.01765424 0.02393185 0.02556247 0.67994987 0.01004165]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.009275,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
118,118,iDR,True,0.08106914021060482,0.0027962975965761462,12,"[0.05256045 0.0139765  0.04759043 0.03526991 0.02713028 0.01905785
 0.04604372 0.01768294 0.02397076 0.02560402 0.68105518 0.01005798]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009222,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
119,119,iDR,True,0.08083519418251972,0.002797396320848793,12,"[0.05261612 0.0139913  0.04764083 0.03424805 0.02715902 0.01907803
 0.04609249 0.01770167 0.02399615 0.02563114 0.68177657 0.01006863]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.009224,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
120,120,iDR,True,0.08060499208525204,0.0028008793633127085,12,"[0.05268898 0.01401068 0.0477068  0.03429547 0.02719662 0.01910445
 0.04477162 0.01772618 0.02402937 0.02566663 0.68272062 0.01008257]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009194,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
121,121,iDR,True,0.08037441471230161,0.0027987007277909194,12,"[0.05118922 0.01403286 0.04778233 0.03434977 0.02723968 0.0191347
 0.0448425  0.01775424 0.02406742 0.02570726 0.68380148 0.01009853]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.00914,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
122,122,iDR,True,0.08014516560628376,0.0027997732373305764,12,"[0.05124203 0.01404734 0.04783162 0.03335364 0.02726778 0.01915444
 0.04488876 0.01777256 0.02409224 0.02573378 0.68450686 0.01010895]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009074,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
123,123,iDR,True,0.07991885060749164,0.002803168401076124,12,"[0.05131113 0.01406628 0.04789612 0.03339862 0.02730455 0.01918026
 0.04360081 0.01779652 0.02412473 0.02576848 0.6854299  0.01012258]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.009021,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
124,124,iDR,True,0.07969190886041705,0.002801050355222523,12,"[0.04984853 0.01408796 0.04796996 0.03345011 0.02734664 0.01920983
 0.04366803 0.01782396 0.02416192 0.02580821 0.68648664 0.01013819]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.009022,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
125,125,iDR,True,0.079470053319994,0.0028043547433338023,12,"[0.04991392 0.01410644 0.04803289 0.03349399 0.02738252 0.01923503
 0.04241356 0.01784734 0.02419362 0.02584207 0.68738714 0.01015149]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.009003,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
126,126,iDR,True,0.07924490581852695,0.00280540619290821,12,"[0.04996412 0.01412063 0.0480812  0.03252185 0.02741006 0.01925438
 0.04245622 0.01786529 0.02421795 0.02586806 0.68807854 0.0101617 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.009042,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
127,127,iDR,True,0.07902163338155664,0.0028033471922150393,12,"[0.04853795 0.01414183 0.04815338 0.03257067 0.02745121 0.01928329
 0.04251995 0.01789211 0.02425431 0.02590689 0.68911146 0.01017695]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,98,0.009293,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
128,128,iDR,True,0.0788016611445136,0.002804368642940101,12,"[0.04858543 0.01415566 0.04820048 0.03162445 0.02747806 0.01930215
 0.04256154 0.01790961 0.02427803 0.02593223 0.68978547 0.01018691]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009119,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
129,129,iDR,True,0.07858291496593746,0.002802365026133147,12,"[0.04719666 0.01417632 0.04827083 0.03167061 0.02751816 0.01933032
 0.04262366 0.01793575 0.02431347 0.02597008 0.69079234 0.01020178]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008648,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
130,130,iDR,True,0.07836358552937947,0.0028055919682922013,12,"[0.04725708 0.01419448 0.04833264 0.03171116 0.0275534  0.01935507
 0.04139789 0.01795872 0.0243446  0.02600333 0.69167679 0.01021484]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008747,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
131,131,iDR,True,0.07690003869192928,0.002796086533565786,12,"[0.04629642 0.01390592 0.04735011 0.03106652 0.02699328 0.01896161
 0.04055633 0.01759364 0.02384971 0.02547473 0.69794454 0.01000719]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,97,0.009057,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
132,132,iDR,True,0.0766869030216509,0.0027970539954051067,12,"[0.04633961 0.0139189  0.04739428 0.03016264 0.02701846 0.0189793
 0.04059417 0.01761006 0.02387196 0.02549849 0.69859562 0.01001652]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,65,0.008151,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
133,133,iDR,True,0.07647338759274375,0.0028001206257767955,12,"[0.04639611 0.01393587 0.04745207 0.03019942 0.0270514  0.01900244
 0.03942436 0.01763153 0.02390107 0.02552958 0.69944743 0.01002873]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008728,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
134,134,iDR,True,0.07625928680831784,0.0027982014991660316,12,"[0.04506695 0.01395529 0.04751821 0.03024151 0.02708911 0.01902893
 0.03947931 0.0176561  0.02393438 0.02556516 0.70042233 0.01004271]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008727,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
135,135,iDR,True,0.07605018156567296,0.0027963348279221767,12,"[0.04377413 0.01397418 0.04758254 0.03028245 0.02712578 0.01905469
 0.03953275 0.01768001 0.02396678 0.02559978 0.70137059 0.01005631]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.00856,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
136,136,iDR,True,0.07584036470569747,0.0027993203261077065,12,"[0.04382611 0.01399078 0.04763904 0.03031841 0.02715799 0.01907731
 0.0383923  0.017701   0.02399524 0.02563017 0.70220339 0.01006825]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008789,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
137,137,iDR,True,0.07563078278036184,0.00280026741321371,12,"[0.043866   0.01400351 0.04768241 0.02943563 0.02718272 0.01909468
 0.03842726 0.01771712 0.02401709 0.02565351 0.70284267 0.01007742]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008504,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
138,138,iDR,True,0.07542563398454485,0.0028031738670193556,12,"[0.04391663 0.01401968 0.04773744 0.0294696  0.02721409 0.01911672
 0.03731746 0.01773756 0.02404481 0.02568311 0.70365385 0.01008905]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008832,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
139,139,iDR,True,0.07521954659722975,0.002801361464664291,12,"[0.04265533 0.01403817 0.04780042 0.02950848 0.02724999 0.01914194
 0.03736669 0.01776096 0.02407653 0.025717   0.70458214 0.01010236]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008906,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
140,140,iDR,True,0.07501447743136841,0.002802285037315426,12,"[0.04269313 0.01405061 0.04784277 0.02864859 0.02727414 0.0191589
 0.0373998  0.0177767  0.02409786 0.02573978 0.70520642 0.01011131]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.010049,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
141,141,iDR,True,0.07481282260007018,0.0028005220529210492,12,"[0.04146544 0.01406863 0.04790413 0.02868533 0.02730911 0.01918347
 0.03744776 0.0177995  0.02412876 0.02577279 0.70611081 0.01012427]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.00906,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
142,142,iDR,True,0.0746109199741597,0.002803354625428861,12,"[0.04151208 0.01408445 0.047958   0.02871759 0.02733983 0.01920505
 0.03636518 0.01781952 0.0241559  0.02580178 0.70690497 0.01013566]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.008673,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
143,143,iDR,True,0.07441031095695426,0.0028042551416423886,12,"[0.04154787 0.0140966  0.04799936 0.02788008 0.0273634  0.01922161
 0.03639654 0.01783488 0.02417673 0.02582403 0.70751451 0.0101444 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.008812,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
144,144,iDR,True,0.07421238356847643,0.002802541967466619,12,"[0.04035173 0.01411419 0.04805926 0.02791487 0.02739755 0.01924559
 0.03644196 0.01785714 0.0242069  0.02585625 0.70839748 0.01015706]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008782,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
145,145,iDR,True,0.07401441671621255,0.002805300588078206,12,"[0.04039589 0.01412964 0.04811186 0.02794543 0.02742754 0.01926666
 0.03538739 0.01787668 0.0242334  0.02588455 0.70917279 0.01016818]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.008532,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
146,146,iDR,True,0.07381821351804566,0.002806178503561927,12,"[0.04042979 0.01414149 0.04815223 0.02712981 0.02745055 0.01928282
 0.03541708 0.01789168 0.02425373 0.02590627 0.70976783 0.01017671]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,84,0.008692,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
147,147,iDR,True,0.07362400925315207,0.00280451382375385,12,"[0.03926452 0.01415866 0.0482107  0.02716275 0.02748388 0.01930624
 0.03546009 0.01791341 0.02428318 0.02593773 0.71062975 0.01018907]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009316,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
148,148,iDR,True,0.07342995911283083,0.002807200138551514,12,"[0.03930633 0.01417374 0.04826204 0.02719168 0.02751315 0.0193268
 0.03443292 0.01793249 0.02430904 0.02596535 0.71138653 0.01019992]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.008801,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
149,149,iDR,True,0.07323810582513383,0.0028080559063276113,12,"[0.03933842 0.01418531 0.04830145 0.02639746 0.02753562 0.01934258
 0.03446103 0.01794713 0.02432889 0.02598655 0.71196732 0.01020825]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008575,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
150,150,iDR,True,0.0730476162942102,0.002806438434374697,12,"[0.03820336 0.01420208 0.04835852 0.02642865 0.02756815 0.01936543
 0.03450175 0.01796833 0.02435763 0.02601726 0.71280854 0.01022031]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009525,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
151,151,iDR,True,0.07163026820934885,0.0027966309526046475,12,"[0.03740351 0.01390473 0.04734606 0.02587533 0.02699097 0.01895999
 0.0337794  0.01759214 0.02384767 0.02547255 0.71882134 0.01000633]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008968,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
152,152,iDR,True,0.07144146377240994,0.002799181819324752,12,"[0.03744145 0.01391884 0.04739408 0.02590158 0.02701835 0.01897922
 0.03279926 0.01760998 0.02387186 0.02549839 0.71955051 0.01001648]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,68,0.008021,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
153,153,iDR,True,0.07125614085692361,0.0027999907183544684,12,"[0.03747057 0.01392966 0.04743094 0.02514407 0.02703936 0.01899398
 0.03282476 0.01762368 0.02389042 0.02551821 0.72011007 0.01002427]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009343,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
154,154,iDR,True,0.07107128252674694,0.002798441056690972,12,"[0.03638736 0.01394534 0.04748432 0.02517236 0.02706979 0.01901536
 0.0328617  0.01764351 0.02391731 0.02554693 0.72092047 0.01003555]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009355,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
155,155,iDR,True,0.07088636339526783,0.002800924340970287,12,"[0.03642326 0.0139591  0.04753118 0.0251972  0.0270965  0.01903412
 0.03190731 0.01766092 0.02394091 0.02557214 0.72163189 0.01004545]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008872,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
156,156,iDR,True,0.07070237948023342,0.0027999813675631076,12,"[0.0364529  0.01397046 0.04756985 0.0252177  0.02630499 0.01904961
 0.03193327 0.01767529 0.02396039 0.02559295 0.72221898 0.01005363]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008798,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
157,157,iDR,True,0.07052091603320508,0.002800769498618173,12,"[0.0364805  0.01398103 0.04760586 0.02447969 0.02632491 0.01906403
 0.03195744 0.01768867 0.02397853 0.02561232 0.72276578 0.01006124]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008842,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
158,158,iDR,True,0.07033941829135817,0.002799261681340786,12,"[0.03542485 0.01399635 0.04765802 0.02450651 0.02635375 0.01908492
 0.03199246 0.01770805 0.0240048  0.02564038 0.72355765 0.01007226]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,97,0.009203,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
