,iter,move,improve,obj,return,n_assets,X,Z,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,neighbour_strategy,seed,selection_strategy
159,159,iDR,True,0.07015796162354661,0.002801680003861664,12,"[0.03545888 0.0140098  0.0477038  0.02453006 0.02637907 0.01910325
 0.03106249 0.01772507 0.02402786 0.02566502 0.72425277 0.01008194]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008761,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
160,160,iDR,True,0.0699777858621396,0.0028007626158995983,12,"[0.03548697 0.01402089 0.04774158 0.02454948 0.02560796 0.01911838
 0.0310871  0.0177391  0.02404689 0.02568534 0.72482638 0.01008992]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008662,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
161,161,iDR,True,0.06979998528395566,0.0027992958997604617,12,"[0.03445904 0.01403584 0.04779247 0.02457565 0.02563525 0.01913876
 0.03112023 0.01775801 0.02407252 0.02571272 0.72559886 0.01010068]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008988,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
162,162,iDR,True,0.06962200486314557,0.002800063444011801,12,"[0.03448447 0.01404619 0.04782773 0.02385597 0.02565416 0.01915288
 0.03114319 0.01777111 0.02409028 0.02573169 0.72613421 0.01010813]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.009289,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
163,163,iDR,True,0.0694440017378101,0.0028024182598153573,12,"[0.03451672 0.01405933 0.04787245 0.02387828 0.02567816 0.01917079
 0.03023714 0.01778773 0.02411281 0.02575575 0.72681327 0.01011758]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008782,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
164,164,iDR,True,0.06926759871539809,0.00280152583542774,12,"[0.03454333 0.01407017 0.04790936 0.02389668 0.02492701 0.01918557
 0.03026045 0.01780144 0.0241314  0.02577561 0.7273736  0.01012538]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.009233,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
165,165,iDR,True,0.06909313590450036,0.0028000989531992353,12,"[0.03354179 0.01408476 0.04795906 0.02392147 0.02495287 0.01920547
 0.03029185 0.01781991 0.02415643 0.02580235 0.72812816 0.01013588]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008657,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
166,166,iDR,True,0.06891889046370922,0.002802389370551161,12,"[0.03357229 0.01409757 0.04800268 0.02394323 0.02497557 0.01922294
 0.02940982 0.01783612 0.0241784  0.02582582 0.72879045 0.0101451 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008757,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
167,167,iDR,True,0.06874439070627668,0.0028031393727167217,12,"[0.03359643 0.01410771 0.04803719 0.02324163 0.02499352 0.01923676
 0.02943096 0.01784894 0.02419578 0.02584438 0.72931431 0.0101524 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008759,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
168,168,iDR,True,0.0685717230042878,0.0028022713012132118,12,"[0.03362164 0.01411829 0.04807323 0.02325907 0.02426191 0.01925119
 0.02945304 0.01786233 0.02421394 0.02586377 0.72986157 0.01016001]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008728,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
169,169,iDR,True,0.06840058928745688,0.00280088328235525,12,"[0.03264592 0.01413255 0.04812177 0.02328255 0.0242864  0.01927063
 0.02948278 0.01788037 0.02423839 0.02588989 0.73059849 0.01017027]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008834,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
170,170,iDR,True,0.06822975551794791,0.002803113164972847,12,"[0.03267482 0.01414506 0.04816437 0.02330317 0.0243079  0.01928769
 0.02862361 0.0178962  0.02425985 0.02591281 0.73124526 0.01017928]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008897,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
171,171,iDR,True,0.06805902516098439,0.0028038436098728327,12,"[0.03269767 0.01415495 0.04819807 0.02261988 0.02432491 0.01930118
 0.02864364 0.01790872 0.02427682 0.02593093 0.73175683 0.0101864 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.008666,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
172,172,iDR,True,0.0678900534934298,0.0028029992917611175,12,"[0.03272155 0.01416529 0.04823327 0.0226364  0.02361239 0.01931528
 0.02866455 0.0179218  0.02429455 0.02594987 0.73229122 0.01019384]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.009276,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
173,173,iDR,True,0.06772223695117306,0.002801649183334727,12,"[0.03177109 0.01417921 0.04828066 0.02265865 0.02363559 0.01933426
 0.02869272 0.01793941 0.02431842 0.02597537 0.73301077 0.01020385]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.008813,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
174,174,iDR,True,0.06755479699500598,0.0028038199195730942,12,"[0.03179847 0.01419143 0.04832226 0.02267817 0.02365596 0.01935091
 0.02785592 0.01795486 0.02433937 0.02599775 0.73364228 0.01021264]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.00853,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
175,175,iDR,True,0.06738779202380366,0.0028045312415157387,12,"[0.03182011 0.01420109 0.04835515 0.0220128  0.02367206 0.01936409
 0.02787488 0.01796708 0.02435594 0.02601545 0.73414175 0.0102196 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008448,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
176,176,iDR,True,0.06722247537120739,0.0028037100885044937,12,"[0.03184273 0.01421118 0.04838952 0.02202844 0.02297822 0.01937785
 0.02789469 0.01797985 0.02437325 0.02603394 0.73466348 0.01022686]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008547,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
177,177,iDR,True,0.06586714888815397,0.002793667226422233,12,"[0.03115605 0.01390472 0.04734602 0.02155341 0.0224827  0.01895997
 0.02729315 0.01759212 0.02384765 0.02547252 0.74038536 0.01000632]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009745,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
178,178,iDR,True,0.065704638731595,0.002792373041161949,12,"[0.03024964 0.01391773 0.04739031 0.02157357 0.02250374 0.01897771
 0.02731869 0.01760858 0.02386996 0.02549636 0.74107803 0.01001568]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,61,0.007875,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
179,179,iDR,True,0.06554210137698092,0.00279443213157386,12,"[0.03027446 0.01392915 0.04742918 0.02159127 0.02252219 0.01899328
 0.02652086 0.01762303 0.02388954 0.02551727 0.74168589 0.0100239 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008625,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
180,180,iDR,True,0.06538014495759854,0.002794505242560544,12,"[0.03029765 0.01393982 0.04746552 0.02160781 0.02253945 0.01900783
 0.02654118 0.01763653 0.02390784 0.02477071 0.7422541  0.01003158]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008609,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
181,181,iDR,True,0.06521882330185917,0.00279517692790334,12,"[0.0303173  0.01394886 0.04749631 0.02097317 0.02255407 0.01902016
 0.0265584  0.01764797 0.02392335 0.02478678 0.74273556 0.01003808]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.00856,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
182,182,iDR,True,0.06505895257469778,0.002794388249265387,12,"[0.03033783 0.0139583  0.04752847 0.02098737 0.02189226 0.01903303
 0.02657638 0.01765992 0.02393955 0.02480356 0.74323846 0.01004488]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008635,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
183,183,iDR,True,0.0648994859643563,0.002793128739787082,12,"[0.0294545  0.01397102 0.04757176 0.02100649 0.0219122  0.01905037
 0.02660059 0.017676   0.02396135 0.02482616 0.74391552 0.01005403]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008525,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
184,184,iDR,True,0.06474003742756206,0.002795134265259671,12,"[0.02947803 0.01398218 0.04760976 0.02102326 0.0219297  0.01906559
 0.02582318 0.01769012 0.02398049 0.02484599 0.74450965 0.01006206]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008615,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
185,185,iDR,True,0.06458149002585528,0.0027952059752277838,12,"[0.02950001 0.01399261 0.04764527 0.02103895 0.02194606 0.01907981
 0.02584244 0.01770332 0.02399838 0.02411858 0.74506501 0.01006957]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008717,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
186,186,iDR,True,0.0644236026719795,0.0027958604087582445,12,"[0.02951865 0.01400144 0.04767536 0.02042067 0.02195992 0.01909186
 0.02585876 0.0177145  0.02401354 0.02413382 0.74553557 0.01007593]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.008622,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
187,187,iDR,True,0.06426706555711159,0.0027950929707442436,12,"[0.0295381  0.01401067 0.04770679 0.02043413 0.02131517 0.01910445
 0.02587581 0.01772617 0.02402937 0.02414973 0.74602705 0.01008257]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008779,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
188,188,iDR,True,0.0641106340956507,0.002793867317191863,12,"[0.02867737 0.0140231  0.0477491  0.02045225 0.02133407 0.01912139
 0.02589876 0.0177419  0.02405068 0.02417114 0.74668872 0.01009151]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008571,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
189,189,iDR,True,0.06395426319745783,0.0027958204620458635,12,"[0.02869967 0.014034   0.04778623 0.02046816 0.02135066 0.01913626
 0.02514133 0.01775569 0.02406938 0.02418994 0.74726932 0.01009936]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008853,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
190,190,iDR,True,0.0637990891553454,0.0027958907755059213,12,"[0.02872052 0.0140442  0.04782093 0.02048302 0.02136617 0.01915016
 0.02515959 0.01776859 0.02408686 0.02348128 0.74781201 0.01010669]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,85,0.009078,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
191,191,iDR,True,0.06364459817496837,0.0027965283269217414,12,"[0.02873817 0.01405283 0.04785034 0.01988075 0.0213793  0.01916193
 0.02517506 0.01777951 0.02410167 0.02349572 0.74827181 0.01011291]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.008688,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
192,192,iDR,True,0.0634913622752272,0.0027957816216013518,12,"[0.02875662 0.01406185 0.04788105 0.01989351 0.02075123 0.01917423
 0.02519121 0.01779092 0.02411714 0.0235108  0.74875205 0.0101194 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008542,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
193,193,iDR,True,0.06333795470796785,0.0027945890176510084,12,"[0.027918   0.01407399 0.04792239 0.01991068 0.02076915 0.01919078
 0.02521297 0.01780628 0.02413796 0.0235311  0.74939855 0.01012813]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.011994,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
194,194,iDR,True,0.06318464750224226,0.0027964909508817596,12,"[0.02793914 0.01408465 0.04795867 0.01992575 0.02078487 0.01920531
 0.02447509 0.01781976 0.02415623 0.02354891 0.74996582 0.0101358 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.013206,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
195,195,iDR,True,0.06303280964726422,0.002796559873746152,12,"[0.02795889 0.0140946  0.04799257 0.01993984 0.02079957 0.01921889
 0.02449239 0.01783236 0.02417331 0.02285859 0.75049602 0.01014297]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.008895,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
196,196,iDR,True,0.06288167568314314,0.002797180908612278,12,"[0.02797562 0.01410304 0.0480213  0.01935322 0.02081202 0.01923039
 0.02450705 0.01784303 0.02418778 0.02287227 0.75094523 0.01014904]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008904,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
197,197,iDR,True,0.0627314937523809,0.0027960218968708745,12,"[0.02715915 0.01411489 0.04806163 0.01936948 0.0208295  0.01924654
 0.02452764 0.01785802 0.0242081  0.02289149 0.751576   0.01015756]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009111,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
198,198,iDR,True,0.06258130928889692,0.002795294089702417,12,"[0.02717613 0.01412371 0.04809168 0.01938159 0.02021725 0.01925858
 0.02454297 0.01786919 0.02422323 0.0229058  0.75204595 0.01016391]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009433,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
199,199,iDR,True,0.06243104921710258,0.0027971459645937456,12,"[0.02719616 0.01413412 0.04812712 0.01939587 0.02023214 0.01927277
 0.02382423 0.01788236 0.02424108 0.02292268 0.75260008 0.0101714 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008886,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
200,200,iDR,True,0.06228250897227576,0.002797213504090261,12,"[0.02721487 0.01414384 0.04816024 0.01940922 0.02024607 0.01928603
 0.02384062 0.01789466 0.02425776 0.0222503  0.75311798 0.0101784 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.009046,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
201,201,iDR,True,0.06213469134856521,0.0027978183836801784,12,"[0.02723073 0.01415209 0.0481883  0.01883791 0.02025786 0.01929727
 0.02385451 0.01790509 0.0242719  0.02226326 0.75355676 0.01018433]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008857,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
202,202,iDR,True,0.06198749324331761,0.002796690778988439,12,"[0.0264354  0.01416366 0.0482277  0.01885331 0.02027442 0.01931305
 0.02387401 0.01791973 0.02429174 0.02228146 0.75417286 0.01019266]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009126,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
203,203,iDR,True,0.06184049942581145,0.002798493142805694,12,"[0.02645435 0.01417381 0.04826226 0.01886683 0.02028896 0.01932689
 0.02317439 0.01793257 0.02430915 0.02229743 0.7547134  0.01019996]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.009039,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
204,204,iDR,True,0.06169331791905321,0.002797785739410108,12,"[0.02647046 0.01418244 0.04829166 0.01887832 0.01969227 0.01933866
 0.02318851 0.01794349 0.02432396 0.02231101 0.75517305 0.01020618]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009017,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
205,205,iDR,True,0.06154803541062731,0.002797851903997845,12,"[0.02648819 0.01419194 0.048324   0.01889096 0.01970546 0.01935161
 0.02320404 0.01795551 0.02434025 0.02165618 0.75567885 0.01021301]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.009096,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
206,206,iDR,True,0.06140349224070951,0.0027984409851477205,12,"[0.02650321 0.01419999 0.0483514  0.01833462 0.01971664 0.01936258
 0.0232172  0.01796569 0.02435405 0.02166846 0.75610736 0.0102188 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.00905,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
207,207,iDR,True,0.06125979508342614,0.0028001949478593893,12,"[0.02652168 0.01420988 0.0483851  0.0183474  0.01973038 0.01937608
 0.02253638 0.01797821 0.02437103 0.02168356 0.75663437 0.01022593]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009802,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
208,208,iDR,True,0.0611152613039655,0.0027990986200082313,12,"[0.02574652 0.0142212  0.04842363 0.01836201 0.01974609 0.01939151
 0.02255432 0.01799253 0.02439043 0.02170083 0.75723686 0.01023407]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008854,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
209,209,iDR,True,0.05983726981376685,0.002788856465946002,12,"[0.02517462 0.01390531 0.04734802 0.01795414 0.01930748 0.01896078
 0.02205333 0.01759287 0.02384866 0.0212188  0.76262924 0.01000674]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008689,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
210,210,iDR,True,0.059695339585224265,0.0027881777179013367,12,"[0.02518921 0.01391337 0.04737546 0.01796455 0.01873911 0.01897176
 0.02206611 0.01760307 0.02386248 0.0212311  0.76307123 0.01001254]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,75,0.008122,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
211,211,iDR,True,0.05955543053446678,0.0027882345543240343,12,"[0.02520527 0.01392224 0.04740566 0.017976   0.01875105 0.01898386
 0.02208018 0.01761428 0.02387769 0.02060729 0.76355756 0.01001893]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,82,0.008366,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
212,212,iDR,True,0.059416212062343536,0.002788789899420858,12,"[0.02521887 0.01392975 0.04743124 0.01744613 0.01876117 0.0189941
 0.02209209 0.01762379 0.02389057 0.02061841 0.76396956 0.01002433]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008953,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
213,213,iDR,True,0.0592769253410482,0.002787738831677344,12,"[0.02448082 0.0139403  0.04746715 0.01745934 0.01877537 0.01900848
 0.02210882 0.01763713 0.02390866 0.02063402 0.76454799 0.01003192]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,86,0.009005,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
214,214,iDR,True,0.05913751406510032,0.002789401902535578,12,"[0.02449707 0.01394955 0.04749865 0.01747093 0.01878784 0.0190211
 0.02145979 0.01764884 0.02392453 0.02064771 0.76505542 0.01003858]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.010437,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
215,215,iDR,True,0.058998739406611114,0.0027887417402864705,12,"[0.02451088 0.01395741 0.04752544 0.01748078 0.01823448 0.01903182
 0.02147189 0.01765879 0.02393802 0.02065936 0.76548688 0.01004424]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008846,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
216,216,iDR,True,0.058861979695809384,0.002788797394983129,12,"[0.02452609 0.01396607 0.04755491 0.01749162 0.01824579 0.01904363
 0.02148521 0.01766974 0.02395287 0.02005201 0.76596161 0.01005047]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,86,0.008591,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
217,217,iDR,True,0.05872578904003995,0.0027877752276146395,12,"[0.02380782 0.01397635 0.04758993 0.0175045  0.01825922 0.01905765
 0.02150103 0.01768275 0.02397051 0.02006677 0.7665256  0.01005787]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.008838,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
218,218,iDR,True,0.058589503922072884,0.0027893925730492265,12,"[0.02382319 0.01398538 0.04762065 0.0175158  0.01827101 0.01906995
 0.02086946 0.01769417 0.02398598 0.02007972 0.76702035 0.01006436]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.008798,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
219,219,iDR,True,0.05845308022940948,0.0027899343021221155,12,"[0.02383571 0.01399273 0.04764568 0.01699926 0.01828061 0.01907998
 0.02088043 0.01770347 0.02399859 0.02009028 0.76742361 0.01006965]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,82,0.008358,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
220,220,iDR,True,0.05831741964625611,0.0027892922644623705,12,"[0.02384879 0.01400041 0.04767183 0.01700858 0.01774192 0.01909044
 0.02089189 0.01771318 0.02401176 0.0201013  0.76784471 0.01007518]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008655,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
221,221,iDR,True,0.05818376525664138,0.0027893467470826135,12,"[0.02386318 0.01400885 0.04770059 0.01701885 0.01775263 0.01910196
 0.02090449 0.01772387 0.02402624 0.01951003 0.76830803 0.01008126]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.008822,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
222,222,iDR,True,0.05805044918015696,0.0027883526207430767,12,"[0.02316387 0.01401889 0.04773476 0.01703104 0.01776535 0.01911565
 0.02091947 0.01773657 0.02404346 0.01952401 0.76885846 0.01008848]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008766,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
223,223,iDR,True,0.057917070992684845,0.0027899265555183287,12,"[0.02317842 0.01402769 0.04776474 0.01704173 0.0177765  0.01912765
 0.02030463 0.01774771 0.02405856 0.01953627 0.76934128 0.01009482]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008747,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
224,224,iDR,True,0.057783781736173864,0.0027904538884019137,12,"[0.02319027 0.01403487 0.04778917 0.01653894 0.0177856  0.01913744
 0.02031501 0.01775679 0.02407086 0.01954626 0.76973481 0.01009998]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008689,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
225,225,iDR,True,0.057651192720580155,0.0027898295229625307,12,"[0.02320265 0.01404236 0.04781469 0.01654777 0.01726124 0.01914765
 0.02032586 0.01776627 0.02408371 0.01955669 0.77014574 0.01010537]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008764,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
226,226,iDR,True,0.057520598817407176,0.002789882844004203,12,"[0.02321627 0.01405061 0.04784276 0.01655748 0.01727137 0.01915889
 0.02033779 0.0177767  0.02409785 0.01898113 0.77059785 0.0101113 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008622,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
227,227,iDR,True,0.05739012936356123,0.002788916059942425,12,"[0.02253548 0.0140604  0.0478761  0.01656902 0.01728341 0.01917225
 0.02035197 0.01778909 0.02411465 0.01899436 0.77113493 0.01011835]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008835,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
228,228,iDR,True,0.05725962807199999,0.0027904476151955,12,"[0.02254925 0.01406899 0.04790535 0.01657914 0.01729397 0.01918396
 0.01975347 0.01779995 0.02412938 0.01900596 0.77160604 0.01012453]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.008541,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
229,229,iDR,True,0.05712942605779845,0.002790960886034867,12,"[0.02256047 0.01407599 0.04792919 0.01608977 0.01730258 0.01919351
 0.0197633  0.01780881 0.02414139 0.01901542 0.77199001 0.01012957]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008667,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
230,230,iDR,True,0.05699986519146929,0.0027903537492597005,12,"[0.02257219 0.0140833  0.04795408 0.01609813 0.01679221 0.01920347
 0.01977356 0.01781806 0.02415392 0.0190253  0.77239094 0.01013483]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008891,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
231,231,iDR,True,0.05687228621633031,0.002790405920003877,12,"[0.02258508 0.01409134 0.04798147 0.01610732 0.0168018  0.01921444
 0.01978485 0.01782824 0.02416772 0.01846508 0.77283204 0.01014062]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009605,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
232,232,iDR,True,0.05674463380800187,0.0027894657930268144,12,"[0.02192238 0.0141009  0.048014   0.01611824 0.0168132  0.01922747
 0.01979827 0.01784032 0.0241841  0.0184776  0.77335603 0.0101475 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,97,0.008516,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
233,233,iDR,True,0.056616977841182074,0.0027909559825637286,12,"[0.02193541 0.01410928 0.04804253 0.01612782 0.01682319 0.0192389
 0.01921573 0.01785093 0.02419848 0.01848858 0.77381564 0.01015353]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008812,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
234,234,iDR,True,0.05648981525335314,0.0027914555203227475,12,"[0.02194602 0.01411611 0.04806579 0.01565156 0.01683133 0.01924821
 0.01922504 0.01785957 0.02421019 0.01849753 0.77419022 0.01015844]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008439,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
235,235,iDR,True,0.056363238306509814,0.002790865177434793,12,"[0.02195711 0.01412324 0.04809007 0.01565947 0.01633464 0.01925793
 0.01923475 0.01786859 0.02422242 0.01850687 0.77458134 0.01016357]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.008328,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
236,236,iDR,True,0.05623850998162442,0.002789951510092319,12,"[0.02131244 0.01413255 0.04812177 0.01566979 0.01634541 0.01927063
 0.01924743 0.01788037 0.02423839 0.01851907 0.7750919  0.01017027]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008586,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
237,237,iDR,True,0.05611376163151255,0.0027900020683070885,12,"[0.02132428 0.0141404  0.04814852 0.0156785  0.01635449 0.01928134
 0.01925813 0.01789031 0.02425186 0.01797349 0.77552276 0.01017593]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008428,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
238,238,iDR,True,0.055988918006006534,0.002791451888502817,12,"[0.02133661 0.01414858 0.04817635 0.01568756 0.01636395 0.01929249
 0.01869118 0.01790065 0.02426588 0.01798388 0.77597107 0.01018181]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008585,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
