iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,selection_strategy,tag,X,Z,gls_iter,gls_improve
4,iDR,False,0.036211,0.0010017641644790001,7,7,1000,239,0.505429,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",70,False
5,iDR,False,0.036211,0.0010017641644790001,7,7,1000,237,0.505658,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",70,False
6,iDR,False,0.036211,0.0010017641644790001,7,7,1000,210,0.514111,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",70,False
7,iDR,False,0.036211,0.0010017641644790001,7,7,1000,239,0.490999,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",70,False
8,iDR,False,0.036211,0.0010017641644790001,7,7,1000,247,0.498154,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",70,False
9,iDR,False,0.036211,0.0010017641644790001,7,7,1000,253,0.509267,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",70,False
10,iDR,False,0.036211,0.0010017641644790001,7,7,1000,205,0.496133,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",70,False
0,TID,True,0.036596,0.0010021841644790002,7,7,1000,239,0.501792,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
1,iDR,False,0.036596,0.0010021841644790002,7,7,1000,252,0.509111,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
2,iDR,False,0.036596,0.0010021841644790002,7,7,1000,224,0.506247,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
3,iDR,False,0.036596,0.0010021841644790002,7,7,1000,249,0.51663,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
4,iDR,False,0.036596,0.0010021841644790002,7,7,1000,247,0.512692,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
5,iDR,False,0.036596,0.0010021841644790002,7,7,1000,248,0.525063,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
6,iDR,False,0.036596,0.0010021841644790002,7,7,1000,238,0.535299,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
7,iDR,False,0.036596,0.0010021841644790002,7,7,1000,249,0.500243,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
8,iDR,False,0.036596,0.0010021841644790002,7,7,1000,270,0.496297,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
9,iDR,False,0.036596,0.0010021841644790002,7,7,1000,245,0.503917,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
10,iDR,False,0.036596,0.0010021841644790002,7,7,1000,224,0.505306,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
11,iDR,False,0.036596,0.0010021841644790002,7,7,1000,241,0.516992,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",71,False
0,TID,True,0.033627,0.0010017641644790001,7,7,1000,230,0.509594,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,258,0.499374,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,238,0.503039,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,250,0.519772,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,233,0.553283,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,244,0.49739,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,229,0.512286,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
7,iDR,False,0.033627,0.0010017641644790001,7,7,1000,231,0.492868,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
8,iDR,False,0.033627,0.0010017641644790001,7,7,1000,250,0.49294,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
9,iDR,False,0.033627,0.0010017641644790001,7,7,1000,226,0.501808,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
10,iDR,False,0.033627,0.0010017641644790001,7,7,1000,243,0.529323,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
11,iDR,False,0.033627,0.0010017641644790001,7,7,1000,220,0.500267,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",72,False
0,iDR,False,0.033627,0.0010017641644790001,7,7,1000,221,0.541756,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,235,0.515964,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,259,0.515854,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,238,0.490083,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,236,0.501986,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,226,0.496792,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,250,0.491441,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
7,iDR,False,0.033627,0.0010017641644790001,7,7,1000,272,0.497994,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
8,iDR,False,0.033627,0.0010017641644790001,7,7,1000,269,0.508614,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
9,iDR,False,0.033627,0.0010017641644790001,7,7,1000,235,0.492111,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
10,iDR,False,0.033627,0.0010017641644790001,7,7,1000,250,0.506593,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",73,False
0,iDR,False,0.034114,0.0010017641644790001,7,7,1000,220,0.495839,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
1,iDR,False,0.034114,0.0010017641644790001,7,7,1000,249,0.496826,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
2,iDR,False,0.034114,0.0010017641644790001,7,7,1000,257,0.5124,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
3,iDR,False,0.034114,0.0010017641644790001,7,7,1000,262,0.510066,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
4,iDR,False,0.034114,0.0010017641644790001,7,7,1000,214,0.499621,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
5,iDR,False,0.034114,0.0010017641644790001,7,7,1000,213,0.510083,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
6,iDR,False,0.034114,0.0010017641644790001,7,7,1000,239,0.521121,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
7,iDR,False,0.034114,0.0010017641644790001,7,7,1000,237,0.539782,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
8,iDR,False,0.034114,0.0010017641644790001,7,7,1000,226,0.534803,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
9,iDR,False,0.034114,0.0010017641644790001,7,7,1000,232,0.515333,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
10,iDR,False,0.034114,0.0010017641644790001,7,7,1000,230,0.511757,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",74,False
0,iDR,False,0.034616,0.0010017641644790001,7,7,1000,234,0.517376,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
1,iDR,False,0.034616,0.0010017641644790001,7,7,1000,226,0.502101,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
2,iDR,False,0.034616,0.0010017641644790001,7,7,1000,230,0.545493,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
3,iDR,False,0.034616,0.0010017641644790001,7,7,1000,212,0.525724,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
4,iDR,False,0.034616,0.0010017641644790001,7,7,1000,242,0.513463,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
5,iDR,False,0.034616,0.0010017641644790001,7,7,1000,252,0.53793,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
6,iDR,False,0.034616,0.0010017641644790001,7,7,1000,242,0.528592,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
7,iDR,False,0.034616,0.0010017641644790001,7,7,1000,243,0.526004,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
8,iDR,False,0.034616,0.0010017641644790001,7,7,1000,219,0.542808,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
9,iDR,False,0.034616,0.0010017641644790001,7,7,1000,252,0.510415,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
10,iDR,False,0.034616,0.0010017641644790001,7,7,1000,237,0.567725,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",75,False
0,iDR,False,0.035132,0.0010017641644790001,7,7,1000,229,0.56116,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
1,iDR,False,0.035132,0.0010017641644790001,7,7,1000,239,0.553593,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
2,iDR,False,0.035132,0.0010017641644790001,7,7,1000,214,0.553706,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
3,iDR,False,0.035132,0.0010017641644790001,7,7,1000,241,0.526157,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
4,iDR,False,0.035132,0.0010017641644790001,7,7,1000,237,0.54367,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
5,iDR,False,0.035132,0.0010017641644790001,7,7,1000,236,0.530635,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
6,iDR,False,0.035132,0.0010017641644790001,7,7,1000,235,0.510321,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
7,iDR,False,0.035132,0.0010017641644790001,7,7,1000,230,0.568544,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
8,iDR,False,0.035132,0.0010017641644790001,7,7,1000,236,0.565573,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
9,iDR,False,0.035132,0.0010017641644790001,7,7,1000,236,0.543249,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
10,iDR,False,0.035132,0.0010017641644790001,7,7,1000,243,0.559619,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",76,False
0,iDR,False,0.035663,0.0010017641644790001,7,7,1000,243,0.563281,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
1,iDR,False,0.035663,0.0010017641644790001,7,7,1000,241,0.52897,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
2,iDR,False,0.035663,0.0010017641644790001,7,7,1000,266,0.545854,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
3,iDR,False,0.035663,0.0010017641644790001,7,7,1000,240,0.526796,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
4,iDR,False,0.035663,0.0010017641644790001,7,7,1000,218,0.518,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
5,iDR,False,0.035663,0.0010017641644790001,7,7,1000,252,0.515153,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
6,iDR,False,0.035663,0.0010017641644790001,7,7,1000,252,0.525876,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
7,iDR,False,0.035663,0.0010017641644790001,7,7,1000,223,0.608858,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
8,iDR,False,0.035663,0.0010017641644790001,7,7,1000,235,0.514795,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
9,iDR,False,0.035663,0.0010017641644790001,7,7,1000,221,0.515749,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
10,iDR,False,0.035663,0.0010017641644790001,7,7,1000,222,0.58107,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",77,False
0,iDR,False,0.036211,0.0010017641644790001,7,7,1000,247,0.53911,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
1,iDR,False,0.036211,0.0010017641644790001,7,7,1000,243,0.535795,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
2,iDR,False,0.036211,0.0010017641644790001,7,7,1000,254,0.540791,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
3,iDR,False,0.036211,0.0010017641644790001,7,7,1000,206,0.543534,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
4,iDR,False,0.036211,0.0010017641644790001,7,7,1000,257,0.533798,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
5,iDR,False,0.036211,0.0010017641644790001,7,7,1000,239,0.529034,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
6,iDR,False,0.036211,0.0010017641644790001,7,7,1000,246,0.527142,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
7,iDR,False,0.036211,0.0010017641644790001,7,7,1000,249,0.529441,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
8,iDR,False,0.036211,0.0010017641644790001,7,7,1000,256,0.525879,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
9,iDR,False,0.036211,0.0010017641644790001,7,7,1000,259,0.518476,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
10,iDR,False,0.036211,0.0010017641644790001,7,7,1000,240,0.523907,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",78,False
